day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
2,7995,K9041273,I3945801627,1,8.9,8.0
3,7995,F6925048,Z0218367549,2,15.2,83.0
3,7995,J0248196,V1470682539,3,15.2,82.0
3,4973,Q2159086,W8169753420,4,8.9,53.0
1,7995,A0894267,I3945801627,5,8.9,32.0
3,7995,P8241609,G7468921035,6,8.9,40.0
3,7995,J7856923,J0916528374,7,8.9,33.0
3,4973,J7856923,W8169753420,8,8.9,19.0
2,7995,T2609381,I4325019768,9,8.9,47.0
2,4973,A0894267,Q0174562983,10,15.2,41.0
2,4973,J0248196,Q0174562983,11,15.2,41.0
2,4973,P8241609,W8169753420,12,8.9,37.0
3,4973,P8241609,Q0174562983,13,8.9,18.0
3,7995,B7635409,J0916528374,14,15.2,20.0
2,7995,K9041273,J0916528374,15,8.9,46.0
3,7995,K9041273,U1536294870,16,15.2,67.0
1,4973,C3965247,Q0174562983,17,8.9,18.0
3,1713,K9041273,C4853760129,18,8.9,35.0
3,1713,F6925048,W6483059712,19,15.2,15.0
3,1713,J0248196,C4853760129,20,15.2,60.0
1,1713,G3281045,R3956027481,21,15.2,54.0
3,1713,X5392460,A8154967302,22,15.2,91.0
3,7995,T2609381,G7468921035,23,15.2,88.0
3,1713,P8241609,B1654392708,24,15.2,67.0
2,7995,J0248196,J0916528374,25,15.2,67.0
3,1713,J7856923,D7512830496,26,15.2,42.0
2,7995,G3281045,Z0628975341,27,8.9,49.0
2,7995,J0248196,D5720846931,28,8.9,46.0
2,7995,S9750836,U1536294870,29,8.9,45.0
3,1713,A0894267,C4853760129,30,8.9,43.0
1,1713,C3965247,F1238579604,31,15.2,42.0
2,7995,G3281045,I4325019768,32,8.9,39.0
2,7995,J0248196,Z0218367549,33,8.9,39.0
1,1713,F6925048,A8154967302,34,8.9,35.0
1,1713,J0248196,R3956027481,35,8.9,26.0
2,7995,Q2159086,J0916528374,36,8.9,21.0
3,1713,J0248196,Z9856021374,37,15.2,82.0
1,7995,J0248196,Z0628975341,38,9.7,74.0
2,7995,P8241609,Z0218367549,39,8.9,51.0
3,7995,P8241609,J0916528374,40,15.2,67.0
3,7995,P8241609,J0916528374,41,8.9,35.0
3,7995,Q0914273,I4325019768,42,15.2,83.0
1,7995,K9041273,Z0218367549,43,15.2,75.0
3,1713,C3965247,F1238579604,44,15.2,42.0
3,7995,N3475021,U1536294870,45,15.2,67.0
2,7995,Q0914273,Z0218367549,46,8.9,54.0
2,7995,J0248196,G7468921035,47,8.9,50.0
1,4973,F6925048,Q0174562983,48,15.2,35.0
3,1713,F6925048,I3945801627,49,8.9,3.0
3,1713,F6925048,O0423198765,50,15.2,71.0
3,1713,T2609381,B1654392708,51,15.2,67.0
3,1713,F6925048,P7154208963,52,15.2,60.0
1,7995,J7856923,I4325019768,53,8.9,30.0
1,1713,K9041273,I3945801627,54,8.9,26.0
1,1713,G3281045,D7512830496,55,8.9,13.0
1,1713,O1695408,W6483059712,56,15.2,7.0
1,1713,O1695408,R3956027481,57,15.2,54.0
2,1713,N3475021,I3945801627,58,15.2,52.0
3,1713,Q2159086,C4853760129,59,15.2,63.0
3,1713,Q2159086,C4853760129,60,8.9,40.0
3,1713,Q2159086,I3945801627,61,15.2,52.0
2,1713,F6925048,Z9856021374,62,15.2,82.0
2,1713,F6925048,Z9856021374,63,15.2,14.0
2,1713,O1695408,B1654392708,64,15.2,67.0
2,1713,O1695408,B1654392708,65,15.2,25.0
2,1713,P8241609,W6483059712,66,15.2,50.0
3,1713,A0894267,F1238579604,67,15.2,42.0
3,1713,Q2159086,S0157284396,68,15.2,41.0
3,1713,F6925048,D2089416735,69,8.9,24.0
2,1713,Q2159086,D2089416735,70,15.2,57.0
3,1713,X5392460,C4853760129,71,15.2,63.0
3,1713,J0248196,B1654392708,72,15.2,58.0
3,1713,N3475021,D2089416735,73,15.2,57.0
2,1713,K9041273,S0157284396,74,15.2,41.0
3,1713,O1695408,W6483059712,75,15.2,50.0
3,1713,Q0914273,F1238579604,76,15.2,42.0
3,1713,T2609381,D2089416735,77,8.9,38.0
2,1713,C3965247,O0423198765,78,8.9,37.0
3,1713,C3965247,S0157284396,79,15.2,37.0
2,1713,N3475021,A8154967302,80,8.9,35.0
3,1713,J0248196,F1238579604,81,15.2,33.0
2,1713,O1695408,D7512830496,82,9.7,31.0
2,1713,Q2159086,R3956027481,83,8.9,30.0
1,1713,K9041273,W6483059712,84,15.2,50.0
1,4973,K9041273,B1654392708,85,15.2,57.0
1,1713,J7856923,S0157284396,86,15.2,41.0
1,1713,C3965247,F1238579604,87,8.9,27.0
1,1713,P8241609,P7154208963,88,15.2,12.0
1,1713,N3475021,I3945801627,89,15.2,10.0
1,1713,P8241609,S0157284396,90,15.2,4.0
1,7995,T2609381,Z0218367549,91,15.2,5.0
3,7995,P8241609,Z0628975341,92,15.2,104.0
3,7995,C3965247,D5720846931,93,15.2,67.0
3,7995,C3965247,D5720846931,94,8.9,32.0
3,1713,P8241609,O0423198765,95,15.2,71.0
2,1713,O1695408,A8154967302,96,15.2,84.0
3,7995,F6925048,V1470682539,97,15.2,82.0
3,1713,N3475021,P7154208963,98,15.2,60.0
2,1713,O1695408,O0423198765,99,15.2,71.0
3,7995,P8241609,U1536294870,100,15.2,67.0
3,7995,B7635409,J0916528374,101,15.2,67.0
2,1713,G3281045,R3956027481,102,15.2,54.0
2,1713,G3281045,R3956027481,103,15.2,11.0
2,1713,K9041273,C4853760129,104,15.2,63.0
2,1713,F6925048,C4853760129,105,15.2,63.0
3,7995,Q0914273,U1536294870,106,15.2,62.0
2,7995,P8241609,I4325019768,107,8.9,59.0
3,1713,J0248196,O0423198765,108,15.2,57.0
2,1713,J7856923,W6483059712,109,15.2,50.0
2,1713,J7856923,W6483059712,110,15.2,4.0
2,1713,J0248196,R3956027481,111,15.2,54.0
2,7995,J0248196,J0916528374,112,15.2,51.0
3,1713,P8241609,Z9856021374,113,8.9,50.0
3,1713,A0894267,P7154208963,114,15.2,48.0
2,1713,Q2159086,D7512830496,115,15.2,42.0
2,1713,P8241609,D7512830496,116,15.2,42.0
3,7995,P8241609,V1470682539,117,8.9,39.0
2,7995,N3475021,U1536294870,118,8.9,39.0
2,1713,J0248196,D2089416735,119,8.9,39.0
2,1713,O1695408,R3956027481,120,8.9,38.0
2,7995,A0894267,G7468921035,121,8.9,36.0
3,1713,F6925048,O0423198765,122,8.9,35.0
3,7995,N3475021,V1470682539,123,8.9,33.0
3,7995,M0236187,N9736240158,124,9.7,30.0
2,1713,J0248196,Z9856021374,125,8.9,30.0
3,1713,J0248196,S0157284396,126,9.7,29.0
3,7995,F6925048,U1536294870,127,8.9,29.0
3,1713,P8241609,R3956027481,128,8.9,26.0
2,7995,G3281045,D5720846931,129,8.9,18.0
2,1713,K9041273,S0157284396,130,8.9,15.0
2,1713,C3965247,R3956027481,131,8.9,13.0
2,7995,F6925048,J0916528374,132,8.9,10.0
2,1713,G3281045,O0423198765,133,15.2,71.0
2,1713,G3281045,O0423198765,134,8.9,45.0
3,4973,N3475021,W8169753420,135,15.2,100.0
2,7995,Q2159086,Z0218367549,136,15.2,88.0
3,1713,J0248196,D7512830496,137,15.2,40.0
3,7995,J7856923,Z0628975341,138,9.7,78.0
2,1713,K9041273,W6483059712,139,15.2,19.0
3,7995,J0248196,D5720846931,140,15.2,67.0
3,7995,F6925048,J0916528374,141,15.2,67.0
3,1713,C3965247,Z9856021374,142,15.2,63.0
2,1713,P8241609,F1238579604,143,8.9,18.0
3,4973,K9041273,Q0174562983,144,15.2,41.0
2,1713,A0894267,P7154208963,145,15.2,60.0
2,1713,P8241609,A8154967302,146,8.9,55.0
2,1713,C3965247,R3956027481,147,15.2,54.0
1,1713,S9750836,R3956027481,148,15.2,54.0
2,7995,S9750836,V1470682539,149,8.9,51.0
3,1713,G3281045,W6483059712,150,15.2,50.0
1,7995,N3475021,Z0628975341,151,8.9,48.0
2,4973,J0248196,W8169753420,152,8.9,48.0
2,1713,Q2159086,I3945801627,153,15.2,44.0
3,1713,A0894267,F1238579604,154,15.2,42.0
2,1713,P8241609,S0157284396,155,15.2,41.0
3,4973,P8241609,Q0174562983,156,15.2,41.0
2,4973,J0248196,Q0174562983,157,15.2,41.0
2,1713,B7635409,R3956027481,158,8.9,36.0
2,1713,N3475021,D7512830496,159,8.9,27.0
3,1713,N3475021,D2089416735,160,8.9,25.0
3,1713,N3475021,R3956027481,161,8.9,22.0
2,7995,F6925048,Z0628975341,162,8.9,2.0
1,7995,B7635409,N9736240158,163,15.2,41.0
1,7995,B7635409,N9736240158,164,15.2,37.0
2,7995,K9041273,N9736240158,165,15.2,41.0
2,7995,K9041273,N9736240158,166,8.9,28.0
2,7995,J7856923,N9736240158,167,15.2,41.0
2,7995,J7856923,N9736240158,168,15.2,16.0
2,7995,X5392460,I4325019768,169,8.9,66.0
3,7995,N3475021,N9736240158,170,15.2,36.0
1,1713,P8241609,C4853760129,171,8.9,41.0
2,1713,J7856923,C4853760129,172,8.9,38.0
3,7995,S9750836,U1536294870,173,15.2,67.0
1,7995,K9041273,U1536294870,174,15.2,19.0
2,4973,F6925048,W8169753420,175,8.9,40.0
1,1713,J7856923,I3945801627,176,9.7,39.0
1,1713,J7856923,I3945801627,177,8.9,16.0
1,1713,J7856923,Z9856021374,178,15.2,77.0
