day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,1713,B7635409,239,8.9,14.0,81,46,25.2
1,1713,C3965247,31,15.2,42.0,115,65,113.4
1,1713,C3965247,87,8.9,27.0,81,46,72.9
1,1713,F6925048,34,8.9,35.0,81,46,38.5
1,1713,F6925048,246,8.9,2.0,81,46,5.4
1,1713,G3281045,21,15.2,54.0,115,65,113.4
1,1713,G3281045,55,8.9,13.0,81,46,35.1
1,1713,J0248196,35,8.9,26.0,81,46,54.6
1,1713,J7856923,86,15.2,41.0,115,65,114.8
1,1713,J7856923,176,9.7,39.0,86,57,85.80000000000001
1,1713,J7856923,177,8.9,16.0,81,46,35.2
1,1713,J7856923,178,15.2,77.0,115,65,107.8
1,1713,J7856923,179,9.7,31.0,86,57,83.7
1,1713,J7856923,180,15.2,35.0,115,65,38.5
1,1713,J7856923,181,15.2,41.0,115,65,114.8
1,1713,J7856923,182,15.2,50.0,115,65,114.99999999999999
1,1713,J7856923,183,8.9,41.0,81,46,77.89999999999999
1,1713,J7856923,184,15.2,22.0,115,65,35.2
1,1713,J7856923,244,8.9,7.0,81,46,18.900000000000002
1,1713,J7856923,323,8.9,21.0,81,46,44.1
1,1713,K9041273,54,8.9,26.0,81,46,57.2
1,1713,K9041273,84,15.2,50.0,115,65,114.99999999999999
1,1713,N3475021,89,15.2,10.0,115,65,22.0
1,1713,N3475021,291,15.2,54.0,115,65,113.4
1,1713,N3475021,296,15.2,52.0,115,65,114.4
1,1713,O1695408,56,15.2,7.0,115,65,16.099999999999998
1,1713,O1695408,57,15.2,54.0,115,65,113.4
1,1713,O1695408,333,8.9,6.0,81,46,9.600000000000001
1,1713,P8241609,88,15.2,12.0,115,65,22.799999999999997
1,1713,P8241609,90,15.2,4.0,115,65,11.2
1,1713,P8241609,171,8.9,41.0,81,46,73.8
1,1713,P8241609,208,15.2,54.0,115,65,113.4
1,1713,S9750836,148,15.2,54.0,115,65,113.4
1,4973,C3965247,17,8.9,18.0,81,46,50.4
1,4973,F6925048,48,15.2,35.0,115,65,98.0
1,4973,K9041273,85,15.2,57.0,115,65,96.89999999999999
