day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
2,7995,K9041273,I3945801627,1,8.9,8.0,2.2,81,46,17.6
3,7995,F6925048,Z0218367549,2,15.2,83.0,1.2,115,65,99.6
3,7995,J0248196,V1470682539,3,15.2,82.0,1.4,115,65,114.8
3,4973,Q2159086,W8169753420,4,8.9,53.0,1.1,81,46,58.300000000000004
1,7995,A0894267,I3945801627,5,8.9,32.0,2.2,81,46,70.4
3,7995,P8241609,G7468921035,6,8.9,40.0,1.3,81,46,52.0
3,7995,J7856923,J0916528374,7,8.9,33.0,1.7,81,46,56.1
3,4973,J7856923,W8169753420,8,8.9,19.0,1.1,81,46,20.900000000000002
2,7995,T2609381,I4325019768,9,8.9,47.0,1.1,81,46,51.7
2,4973,A0894267,Q0174562983,10,15.2,41.0,2.8,115,65,114.8
2,4973,J0248196,Q0174562983,11,15.2,41.0,2.8,115,65,114.8
2,4973,P8241609,W8169753420,12,8.9,37.0,1.1,81,46,40.7
3,4973,P8241609,Q0174562983,13,8.9,18.0,2.8,81,46,50.4
3,7995,B7635409,J0916528374,14,15.2,20.0,1.7,115,65,34.0
2,7995,K9041273,J0916528374,15,8.9,46.0,1.7,81,46,78.2
3,7995,K9041273,U1536294870,16,15.2,67.0,1.7,115,65,113.89999999999999
1,4973,C3965247,Q0174562983,17,8.9,18.0,2.8,81,46,50.4
3,1713,K9041273,C4853760129,18,8.9,35.0,1.8,81,46,63.0
3,1713,F6925048,W6483059712,19,15.2,15.0,2.3,115,65,34.5
3,1713,J0248196,C4853760129,20,15.2,60.0,1.8,115,65,108.0
1,1713,G3281045,R3956027481,21,15.2,54.0,2.1,115,65,113.4
3,1713,X5392460,A8154967302,22,15.2,91.0,1.1,115,65,100.10000000000001
3,7995,T2609381,G7468921035,23,15.2,88.0,1.3,115,65,114.4
3,1713,P8241609,B1654392708,24,15.2,67.0,1.7,115,65,113.89999999999999
2,7995,J0248196,J0916528374,25,15.2,67.0,1.7,115,65,113.89999999999999
3,1713,J7856923,D7512830496,26,15.2,42.0,2.7,115,65,113.4
2,7995,G3281045,Z0628975341,27,8.9,49.0,1.1,81,46,53.900000000000006
2,7995,J0248196,D5720846931,28,8.9,46.0,1.7,81,46,78.2
2,7995,S9750836,U1536294870,29,8.9,45.0,1.7,81,46,76.5
3,1713,A0894267,C4853760129,30,8.9,43.0,1.8,81,46,77.4
1,1713,C3965247,F1238579604,31,15.2,42.0,2.7,115,65,113.4
2,7995,G3281045,I4325019768,32,8.9,39.0,1.1,81,46,42.900000000000006
2,7995,J0248196,Z0218367549,33,8.9,39.0,1.2,81,46,46.8
1,1713,F6925048,A8154967302,34,8.9,35.0,1.1,81,46,38.5
1,1713,J0248196,R3956027481,35,8.9,26.0,2.1,81,46,54.6
2,7995,Q2159086,J0916528374,36,8.9,21.0,1.7,81,46,35.699999999999996
3,1713,J0248196,Z9856021374,37,15.2,82.0,1.4,115,65,114.8
1,7995,J0248196,Z0628975341,38,9.7,74.0,1.1,86,57,81.4
2,7995,P8241609,Z0218367549,39,8.9,51.0,1.2,81,46,61.199999999999996
3,7995,P8241609,J0916528374,40,15.2,67.0,1.7,115,65,113.89999999999999
3,7995,P8241609,J0916528374,41,8.9,35.0,1.7,81,46,59.5
3,7995,Q0914273,I4325019768,42,15.2,83.0,1.1,115,65,91.30000000000001
1,7995,K9041273,Z0218367549,43,15.2,75.0,1.2,115,65,90.0
3,1713,C3965247,F1238579604,44,15.2,42.0,2.7,115,65,113.4
3,7995,N3475021,U1536294870,45,15.2,67.0,1.7,115,65,113.89999999999999
2,7995,Q0914273,Z0218367549,46,8.9,54.0,1.2,81,46,64.8
2,7995,J0248196,G7468921035,47,8.9,50.0,1.3,81,46,65.0
1,4973,F6925048,Q0174562983,48,15.2,35.0,2.8,115,65,98.0
3,1713,F6925048,I3945801627,49,8.9,3.0,2.2,81,46,6.6000000000000005
3,1713,F6925048,O0423198765,50,15.2,71.0,1.6,115,65,113.60000000000001
3,1713,T2609381,B1654392708,51,15.2,67.0,1.7,115,65,113.89999999999999
3,1713,F6925048,P7154208963,52,15.2,60.0,1.9,115,65,114.0
1,7995,J7856923,I4325019768,53,8.9,30.0,1.1,81,46,33.0
1,1713,K9041273,I3945801627,54,8.9,26.0,2.2,81,46,57.2
1,1713,G3281045,D7512830496,55,8.9,13.0,2.7,81,46,35.1
1,1713,O1695408,W6483059712,56,15.2,7.0,2.3,115,65,16.099999999999998
1,1713,O1695408,R3956027481,57,15.2,54.0,2.1,115,65,113.4
2,1713,N3475021,I3945801627,58,15.2,52.0,2.2,115,65,114.4
3,1713,Q2159086,C4853760129,59,15.2,63.0,1.8,115,65,113.4
3,1713,Q2159086,C4853760129,60,8.9,40.0,1.8,81,46,72.0
3,1713,Q2159086,I3945801627,61,15.2,52.0,2.2,115,65,114.4
2,1713,F6925048,Z9856021374,62,15.2,82.0,1.4,115,65,114.8
2,1713,F6925048,Z9856021374,63,15.2,14.0,1.4,115,65,19.599999999999998
2,1713,O1695408,B1654392708,64,15.2,67.0,1.7,115,65,113.89999999999999
2,1713,O1695408,B1654392708,65,15.2,25.0,1.7,115,65,42.5
