client_code,product_code,day,volume
R0578934,E9061574382,7,0
K0873149,B0561382749,7,5
A1094236,C3148207659,7,0
H9450786,Y9817602534,7,0
C1597842,Y9817602534,7,22
H7528096,J1506948732,7,0
R3674928,O4759831260,7,22
W4605721,U2104637895,7,63
H2514608,Z8349210675,7,0
X8902713,M4529061837,7,0
C1597842,U2104637895,7,17
K2180453,B3712854960,7,6
C1597842,O6783219504,7,240
F5796021,D7314098265,7,0
H2514608,U5034762189,7,0
F5796021,H2034571896,7,0
C0632198,V5189462037,7,16
Q5316794,H2034571896,7,0
H2514608,X6784092531,7,10
C0632198,C3148207659,7,11
C0632198,V3047921586,7,0
P1529086,K9642851073,7,0
C1597842,Q8940521376,7,14
U0561743,J2043196587,7,0
K0941268,H0473896215,7,4
C0632198,E9513874206,7,11
X8902713,U5034762189,7,5
K2738650,X6784092531,7,0
C1597842,U1397524680,7,47
A8173492,U2104637895,7,0
C0632198,O6783219504,7,0
R0869374,C3148207659,7,15
N6521837,U2104637895,7,0
K0873149,E9061574382,7,4
E9684503,D4715203896,7,7
E9684503,U5034762189,7,0
C0632198,E9061574382,7,0
E9684503,J1506948732,7,5
X8902713,U2104637895,7,0
C1597842,O4759831260,7,13
H7528096,E9061574382,7,0
L8574213,J1506948732,7,0
W4605721,M4529061837,7,51
R3674928,C3148207659,7,0
R0869374,G8720153694,7,8
C1597842,X6784092531,7,24
C1597842,Z8975210634,7,19
W4605721,J1506948732,7,75
A8173492,X9214076358,7,0
X8902713,Q8940521376,7,0
W3752016,V3047921586,7,0
R3674928,Q8940521376,7,0
W4605721,H0473896215,7,14
H2514608,V3047921586,7,1
K0941268,J2043196587,7,12
H9450786,C3148207659,7,0
Q5316794,G8720153694,7,0
Q0187523,J1506948732,7,10
F3876249,X6784092531,7,6
X8902713,N1639524078,7,11
C0632198,J1506948732,7,18
S5496018,K9642851073,7,0
X8902713,E9513874206,7,4
X8902713,C3148207659,7,0
F5796021,Z8975210634,7,0
R3674928,U1397524680,7,0
F5796021,B3712854960,7,2
K2738650,U2104637895,7,0
H9450786,X9214076358,7,1
P1529086,B0561382749,7,9
H2514608,N1639524078,7,0
K0941268,M4529061837,7,16
C1597842,V5189462037,7,240
L8574213,U2104637895,7,0
N6521837,K9642851073,7,0
X8902713,B3712854960,7,0
F3876249,U1397524680,7,1
K0941268,V5189462037,7,9
X8902713,K9642851073,7,0
W4605721,O6783219504,7,5
F3876249,G8720153694,7,0
U0561743,O6783219504,7,22
U5246891,V5189462037,7,0
K2738650,J1506948732,7,0
H7528096,U2104637895,7,0
K2738650,X3190768245,7,0
W3752016,N1639524078,7,0
L8574213,B3712854960,7,0
L8574213,D4715203896,7,19
L8574213,K9642851073,7,0
F3876249,H2034571896,7,0
Q0187523,N1639524078,7,0
P1529086,U2104637895,7,0
A8173492,H2034571896,7,9
C1597842,D7314098265,7,0
S5496018,N1639524078,7,1
R0521974,D4715203896,7,0
X8902713,X9214076358,7,0
P1529086,N1639524078,7,0
L2184569,O4759831260,7,0
A1094236,G8720153694,7,0
C1597842,E9061574382,7,6
H2514608,Y9817602534,7,1
Q5316794,Z8975210634,7,3
R0869374,E9513874206,7,0
C1597842,C3148207659,7,3
E9684503,K9642851073,7,0
X8902713,B0561382749,7,5
H2514608,E9061574382,7,8
H2514608,E9513874206,7,11
K0873149,U2104637895,7,0
S5496018,Q8940521376,7,16
U5246891,O4759831260,7,0
R0521974,C5948637102,7,0
U0561743,Y9817602534,7,0
C0632198,G8720153694,7,29
W4605721,H2034571896,7,0
K2180453,N1639524078,7,0
R0578934,K9642851073,7,0
L8574213,G8720153694,7,5
N6521837,N1639524078,7,0
R0869374,U1397524680,7,7
R3674928,E9061574382,7,0
W4605721,C5948637102,7,40
R0869374,U2104637895,7,0
H2514608,X3190768245,7,0
L8574213,O4759831260,7,0
Q0187523,U2104637895,7,0
A1094236,X9214076358,7,0
C0632198,B3712854960,7,5
H2514608,U1397524680,7,2
S5496018,X9214076358,7,8
L2184569,X9214076358,7,1
N6521837,Z8349210675,7,0
W4605721,Z8975210634,7,18
E9684503,O6783219504,7,0
W4605721,V5189462037,7,5
W4605721,V3047921586,7,0
L2184569,D4715203896,7,0
H2514608,G8720153694,7,16
H7528096,J2043196587,7,0
F3876249,K9642851073,7,11
C1597842,Z8349210675,7,17
R0521974,H2034571896,7,0
R0869374,K9642851073,7,0
Q5316794,M4529061837,7,0
K0941268,C3148207659,7,8
K0941268,O4759831260,7,10
L8574213,U1397524680,7,0
R0869374,X3190768245,7,0
Q0187523,X3190768245,7,0
K0941268,C5948637102,7,27
W4605721,K9642851073,7,0
K0941268,O6783219504,7,10
K2180453,J1506948732,7,5
E9684503,Y9817602534,7,14
H9450786,Z8349210675,7,0
S5496018,U2104637895,7,0
L2184569,G8720153694,7,0
R3674928,H2034571896,7,0
L2184569,J5916084372,7,0
P1529086,X3190768245,7,0
U5246891,N1639524078,7,7
W3752016,O4759831260,7,0
K2738650,E9513874206,7,0
A8173492,B0561382749,7,4
P1529086,D4715203896,7,0
U5246891,K9642851073,7,0
A8173492,N1639524078,7,0
S5496018,C5948637102,7,1
R0869374,Z8349210675,7,0
C1597842,J5916084372,7,9
C0632198,Z8349210675,7,19
H9450786,G8720153694,7,0
F5796021,B0561382749,7,20
