day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
2,8434,I9713246,U3076815942,1,4.5,44.0,1.2,53,38,52.8
3,6590,Z7048963,O7624019385,2,6.6,71.0,1.3,93,59,92.3
3,8434,N1768042,I3092745861,3,15.8,56.0,2.4,136,88,134.4
2,6702,G8562173,D3197602485,4,5.0,20.0,2.9,59,32,58.0
3,8434,A1023598,M8921345607,5,15.8,80.0,1.7,136,88,136.0
1,6590,Q0837169,O7624019385,6,6.6,71.0,1.3,93,59,92.3
1,6590,R0394857,O7624019385,7,6.6,71.0,1.3,93,59,92.3
1,8434,G8562173,U3076815942,8,6.6,77.0,1.2,93,59,92.4
3,6702,A1023598,D3197602485,9,15.8,46.0,2.9,136,88,133.4
3,6702,A1023598,D3197602485,10,15.8,46.0,2.9,136,88,133.4
2,8434,N1768042,I3092745861,11,6.6,38.0,2.4,93,59,91.2
3,6702,A7925360,D3197602485,12,15.8,46.0,2.9,136,88,133.4
3,6702,A7925360,D3197602485,13,15.8,46.0,2.9,136,88,133.4
3,6702,G7082356,D3197602485,14,6.6,32.0,2.9,93,59,92.8
1,8434,I9812753,U3076815942,15,6.6,77.0,1.2,93,59,92.4
2,6702,I9812753,D3197602485,16,4.5,18.0,2.9,53,38,52.2
3,6702,A7925360,D3197602485,17,4.5,18.0,2.9,53,38,52.2
2,6590,L2816793,M8651472039,18,4.5,35.0,1.5,53,38,52.5
3,8434,B9243806,M8921345607,19,15.8,80.0,1.7,136,88,136.0
1,8434,Z1328495,X1425783096,20,4.5,44.0,1.2,53,38,52.8
1,8434,Z1328495,X1425783096,21,4.5,44.0,1.2,53,38,52.8
2,8434,K0894137,X1425783096,22,4.5,44.0,1.2,53,38,52.8
2,8434,K0894137,X1425783096,23,4.5,44.0,1.2,53,38,52.8
3,6702,P3980725,D3197602485,24,6.6,32.0,2.9,93,59,92.8
2,6590,L2816793,M8651472039,25,6.6,62.0,1.5,93,59,93.0
2,8434,D9432085,X1425783096,26,6.6,77.0,1.2,93,59,92.4
3,6702,Z7048963,D3197602485,27,5.0,20.0,2.9,59,32,58.0
2,6590,L2816793,M8651472039,28,15.8,1.0,1.5,136,88,1.5
2,6590,L2816793,W8390571264,28,15.8,46.0,2.9,136,88,133.4
2,6590,L2816793,M8651472039,29,15.8,1.0,1.5,136,88,1.5
2,6590,L2816793,W8390571264,29,15.8,46.0,2.9,136,88,133.4
3,8434,I9812753,X1425783096,30,6.6,77.0,1.2,93,59,92.4
3,6590,L9123457,M8651472039,31,15.8,1.0,1.5,136,88,1.5
3,6590,L9123457,T4523786109,31,15.8,64.0,2.1,136,88,134.4
3,8434,L9123457,M8921345607,32,4.5,31.0,1.7,53,38,52.7
3,8434,L9123457,M8921345607,33,4.5,31.0,1.7,53,38,52.7
3,8434,L9123457,M8921345607,34,4.5,31.0,1.7,53,38,52.7
2,8434,E2084516,L9873246015,35,6.6,1.0,1.8,93,59,1.8
2,8434,E2084516,K5319486270,35,6.6,53.0,1.7,93,59,90.1
1,6590,G8562173,M8651472039,36,6.6,62.0,1.5,93,59,93.0
1,8434,R0394857,X1425783096,37,4.5,44.0,1.2,53,38,52.8
1,8434,R0394857,X1425783096,38,4.5,44.0,1.2,53,38,52.8
3,8434,P3980725,X1425783096,39,6.6,77.0,1.2,93,59,92.4
1,8434,B9243806,K5319486270,40,6.6,54.0,1.7,93,59,91.8
3,6702,B9243806,D3197602485,41,15.8,46.0,2.9,136,88,133.4
3,8434,M7246581,M7093126548,42,4.5,35.0,1.5,53,38,52.5
2,6590,A1023598,M8651472039,43,15.8,1.0,1.5,136,88,1.5
2,6590,A1023598,T4523786109,43,15.8,64.0,2.1,136,88,134.4
3,6590,D9432085,T4523786109,44,6.6,43.0,2.1,93,59,90.3
3,6590,D9432085,N9650814732,44,6.6,1.0,2.3,93,59,2.3
3,6590,D9432085,T4523786109,45,6.6,43.0,2.1,93,59,90.3
3,6590,D9432085,N9650814732,45,6.6,1.0,2.3,93,59,2.3
3,8434,Q0837169,I3092745861,46,4.5,22.0,2.4,53,38,52.8
1,6702,B9243806,D3197602485,47,6.6,32.0,2.9,93,59,92.8
3,6590,Z1328495,U9236507481,48,15.8,1.0,2.4,136,88,2.4
3,6590,Z1328495,N9650814732,48,15.8,58.0,2.3,136,88,133.39999999999998
3,6702,Z7048963,D3197602485,49,15.8,46.0,2.9,136,88,133.4
3,6590,B9243806,W8390571264,50,6.6,32.0,2.9,93,59,92.8
2,8434,Q0837169,M8921345607,51,6.6,1.0,1.7,93,59,1.7
2,8434,Q0837169,I3092745861,51,6.6,38.0,2.4,93,59,91.2
1,8434,G8562173,X1425783096,52,5.0,49.0,1.2,59,32,58.8
3,6702,G8562173,D3197602485,53,15.8,46.0,2.9,136,88,133.4
3,6702,G8562173,D3197602485,54,15.8,46.0,2.9,136,88,133.4
3,8434,I9713246,G8329075614,56,6.6,34.0,2.7,93,59,91.8
3,8434,I9713246,U3076815942,56,6.6,1.0,1.2,93,59,1.2
3,8434,I9713246,G8329075614,55,6.6,34.0,2.7,93,59,91.8
3,8434,I9713246,U3076815942,55,6.6,1.0,1.2,93,59,1.2
1,6590,P3980725,M8651472039,57,4.5,35.0,1.5,53,38,52.5
