plant_code,product_code,produce_date,volume
3969,Q2847635019,1,2
3969,Q2847635019,2,2
3969,Q2847635019,3,2
3969,L9681420753,1,2
3969,L9681420753,2,2
3969,L9681420753,3,2
3969,F0648975321,1,2
3969,F0648975321,2,2
3969,F0648975321,3,2
3969,C6821795403,1,2
3969,C6821795403,2,2
3969,C6821795403,3,2
3969,D8659703412,1,2
3969,D8659703412,2,2
3969,D8659703412,3,2
3969,P2470583619,1,2
3969,P2470583619,2,2
3969,P2470583619,3,2
3969,O0243869751,1,2
3969,O0243869751,2,2
3969,O0243869751,3,2
3969,T5309247816,1,2
3969,T5309247816,2,2
3969,T5309247816,3,2
3969,D9038245761,1,2
3969,D9038245761,2,2
3969,D9038245761,3,2
3969,J2765180493,1,2
3969,J2765180493,2,2
3969,J2765180493,3,2
3969,G6715923408,1,2
3969,G6715923408,2,2
3969,G6715923408,3,2
3969,A6194052873,1,2
3969,A6194052873,2,2
3969,A6194052873,3,2
3969,R3240851967,1,2
3969,R3240851967,2,2
3969,R3240851967,3,2
3969,O6987534210,1,2
3969,O6987534210,2,2
3969,O6987534210,3,2
3969,D3672148905,1,2
3969,D3672148905,2,2
3969,D3672148905,3,2
3969,Q7861305249,1,2
3969,Q7861305249,2,2
3969,Q7861305249,3,2
3969,W0532691784,1,2
3969,W0532691784,2,2
3969,W0532691784,3,2
3969,G8197045326,1,2
3969,G8197045326,2,2
3969,G8197045326,3,2
3969,E3765201894,1,2
3969,E3765201894,2,2
3969,E3765201894,3,2
3969,N6791540238,1,2
3969,N6791540238,2,2
3969,N6791540238,3,2
3969,X7268451903,1,2
3969,X7268451903,2,2
3969,X7268451903,3,2
3969,V0318579264,1,2
3969,V0318579264,2,2
3969,V0318579264,3,2
3969,E7569841320,1,2
3969,E7569841320,2,2
3969,E7569841320,3,2
3969,B0759426138,1,2
3969,B0759426138,2,2
3969,B0759426138,3,2
3969,P2801435679,1,2
3969,P2801435679,2,2
3969,P2801435679,3,2
3969,E7562931084,1,2
3969,E7562931084,2,2
3969,E7562931084,3,2
3969,P4259681037,1,2
3969,P4259681037,2,2
3969,P4259681037,3,2
3969,P9286035174,1,2
3969,P9286035174,2,2
3969,P9286035174,3,2
3969,F2145907863,1,2
3969,F2145907863,2,2
3969,F2145907863,3,2
3969,J8073569412,1,2
3969,J8073569412,2,2
3969,J8073569412,3,2
3969,G1906738542,1,2
3969,G1906738542,2,2
3969,G1906738542,3,2
3969,B7259364180,1,2
3969,B7259364180,2,2
3969,B7259364180,3,2
3969,T6034712859,1,2
3969,T6034712859,2,2
3969,T6034712859,3,2
3969,B6837451902,1,2
3969,B6837451902,2,2
3969,B6837451902,3,2
3969,D2671540839,1,2
3969,D2671540839,2,2
3969,D2671540839,3,2
3969,U0127456839,1,2
3969,U0127456839,2,2
3969,U0127456839,3,2
3969,J4108372596,1,2
3969,J4108372596,2,2
3969,J4108372596,3,2
3969,W8716394520,1,2
3969,W8716394520,2,2
3969,W8716394520,3,2
3969,W2847195036,1,2
3969,W2847195036,2,2
3969,W2847195036,3,2
3969,L1420953678,1,2
3969,L1420953678,2,2
3969,L1420953678,3,2
3969,U3259816704,1,2
3969,U3259816704,2,2
3969,U3259816704,3,2
3969,J1690734582,1,2
3969,J1690734582,2,2
3969,J1690734582,3,2
3969,Y5231786490,1,2
3969,Y5231786490,2,2
3969,Y5231786490,3,2
3969,D3154072968,1,2
3969,D3154072968,2,2
3969,D3154072968,3,2
3969,T9107832645,1,2
3969,T9107832645,2,2
3969,T9107832645,3,2
3969,P0826193574,1,2
3969,P0826193574,2,2
3969,P0826193574,3,2
3969,D7036519482,1,2
3969,D7036519482,2,2
3969,D7036519482,3,2
3969,B6371580249,1,2
3969,B6371580249,2,2
3969,B6371580249,3,2
3969,L2860579341,1,2
3969,L2860579341,2,2
3969,L2860579341,3,2
3969,U6958143270,1,2
3969,U6958143270,2,2
3969,U6958143270,3,2
3969,Z0298741635,1,2
3969,Z0298741635,2,2
3969,Z0298741635,3,2
3969,H3158267940,1,2
3969,H3158267940,2,2
3969,H3158267940,3,2
3969,I2473108659,1,2
3969,I2473108659,2,2
3969,I2473108659,3,2
4671,Q2847635019,1,2
4671,Q2847635019,2,2
4671,Q2847635019,3,2
4671,L9681420753,1,2
4671,L9681420753,2,2
4671,L9681420753,3,2
4671,F0648975321,1,2
4671,F0648975321,2,2
4671,F0648975321,3,2
4671,C6821795403,1,2
4671,C6821795403,2,2
4671,C6821795403,3,2
4671,D8659703412,1,2
4671,D8659703412,2,2
4671,D8659703412,3,2
4671,P2470583619,1,2
4671,P2470583619,2,2
4671,P2470583619,3,2
4671,O0243869751,1,2
4671,O0243869751,2,2
4671,O0243869751,3,2
4671,T5309247816,1,2
4671,T5309247816,2,2
4671,T5309247816,3,2
4671,D9038245761,1,2
4671,D9038245761,2,2
4671,D9038245761,3,2
4671,J2765180493,1,2
4671,J2765180493,2,2
4671,J2765180493,3,2
4671,G6715923408,1,2
4671,G6715923408,2,2
4671,G6715923408,3,2
4671,A6194052873,1,2
4671,A6194052873,2,2
4671,A6194052873,3,2
4671,R3240851967,1,2
4671,R3240851967,2,2
4671,R3240851967,3,2
4671,O6987534210,1,2
4671,O6987534210,2,2
4671,O6987534210,3,2
4671,D3672148905,1,2
4671,D3672148905,2,2
4671,D3672148905,3,2
4671,Q7861305249,1,2
4671,Q7861305249,2,2
4671,Q7861305249,3,2
4671,W0532691784,1,2
4671,W0532691784,2,2
4671,W0532691784,3,2
4671,G8197045326,1,2
4671,G8197045326,2,2
4671,G8197045326,3,2
4671,E3765201894,1,2
4671,E3765201894,2,2
4671,E3765201894,3,2
4671,N6791540238,1,2
4671,N6791540238,2,2
4671,N6791540238,3,2
4671,X7268451903,1,2
4671,X7268451903,2,2
4671,X7268451903,3,2
4671,V0318579264,1,2
4671,V0318579264,2,2
4671,V0318579264,3,2
4671,E7569841320,1,2
4671,E7569841320,2,2
4671,E7569841320,3,2
4671,B0759426138,1,2
4671,B0759426138,2,2
4671,B0759426138,3,2
4671,P2801435679,1,2
4671,P2801435679,2,2
4671,P2801435679,3,2
4671,E7562931084,1,2
4671,E7562931084,2,2
4671,E7562931084,3,2
4671,P4259681037,1,2
4671,P4259681037,2,2
4671,P4259681037,3,2
4671,P9286035174,1,2
4671,P9286035174,2,2
4671,P9286035174,3,2
4671,F2145907863,1,2
4671,F2145907863,2,2
4671,F2145907863,3,2
4671,J8073569412,1,2
4671,J8073569412,2,2
4671,J8073569412,3,2
4671,G1906738542,1,2
4671,G1906738542,2,2
4671,G1906738542,3,2
4671,B7259364180,1,2
4671,B7259364180,2,2
4671,B7259364180,3,2
4671,T6034712859,1,2
4671,T6034712859,2,2
4671,T6034712859,3,2
4671,B6837451902,1,2
4671,B6837451902,2,2
4671,B6837451902,3,2
4671,D2671540839,1,2
4671,D2671540839,2,2
4671,D2671540839,3,2
4671,U0127456839,1,2
4671,U0127456839,2,2
4671,U0127456839,3,2
4671,J4108372596,1,2
4671,J4108372596,2,2
4671,J4108372596,3,2
4671,W8716394520,1,2
4671,W8716394520,2,2
4671,W8716394520,3,2
4671,W2847195036,1,2
4671,W2847195036,2,2
4671,W2847195036,3,2
4671,L1420953678,1,2
4671,L1420953678,2,2
4671,L1420953678,3,2
4671,U3259816704,1,2
4671,U3259816704,2,2
4671,U3259816704,3,2
4671,J1690734582,1,2
4671,J1690734582,2,2
4671,J1690734582,3,2
4671,Y5231786490,1,2
4671,Y5231786490,2,2
4671,Y5231786490,3,2
4671,D3154072968,1,2
4671,D3154072968,2,2
4671,D3154072968,3,2
