product_code,standard_size
Q2847635019,1.3
L9681420753,2.1
F0648975321,1.5
C6821795403,1.2
D8659703412,2.8
P2470583619,2.3
O0243869751,1.6
T5309247816,1.2
D9038245761,2.0
J2765180493,1.4
G6715923408,2.8
A6194052873,2.4
R3240851967,2.6
O6987534210,1.7
D3672148905,1.7
Q7861305249,2.0
W0532691784,2.8
G8197045326,1.4
E3765201894,2.4
N6791540238,1.6
X7268451903,1.1
V0318579264,2.9
E7569841320,1.8
B0759426138,2.5
P2801435679,2.8
E7562931084,2.6
P4259681037,1.5
P9286035174,1.2
F2145907863,1.4
J8073569412,2.1
G1906738542,1.0
B7259364180,2.0
T6034712859,2.2
B6837451902,2.6
D2671540839,1.9
U0127456839,2.6
J4108372596,1.1
W8716394520,2.8
W2847195036,1.5
L1420953678,2.7
U3259816704,1.4
J1690734582,2.4
Y5231786490,1.2
D3154072968,2.1
T9107832645,2.5
P0826193574,2.4
D7036519482,2.6
B6371580249,3.0
L2860579341,2.3
U6958143270,1.5
Z0298741635,2.6
H3158267940,2.5
I2473108659,1.0
X6482573109,2.0
L7491382650,2.7
W9231840576,2.7
M4502379186,1.8
G4851237690,1.2
K4579063218,2.0
J7854362901,1.2
