plant_code,product_code,day,volume
5196,L7593124086,3,119.0
9040,E7602198435,3,128.0
9040,X8701634529,3,9.0
9040,R6507891342,3,132.0
9040,C5746103982,3,82.0
9040,T3760198452,3,80.0
9040,P3792046185,3,44.0
5196,F4581206973,3,103.0
9040,E0742395618,3,4.0
5196,V5489607312,3,171.0
9040,R2495710638,3,7.0
5196,X2034956781,3,3.0
9040,H8321495760,3,31.0
5196,N0258743691,3,37.0
5196,Y6290387451,3,138.0
5196,P0342791586,3,173.0
5196,Q4729160835,3,108.0
9040,Q2798603541,3,129.0
5196,T3978516024,3,131.0
5196,F7418906235,3,148.0
5196,C0932651478,3,106.0
9040,Q7843621509,3,117.0
5196,W4792613850,3,102.0
9040,Z2607415983,3,0.0
9040,L5863407129,3,81.0
9040,U4309851726,3,4.0
5196,V4357890621,3,56.0
5196,O9138762504,3,152.0
9040,J2698351740,3,69.0
5196,R8714296053,3,38.0
9040,Z1293745860,3,74.0
9040,O1942086573,3,12.0
5196,T3819206547,3,107.0
9040,P5038241697,3,39.0
5196,S1827935460,3,14456776.0
9040,A8597142630,3,166.0
5196,C5861743290,3,37.0
9040,M1270396485,3,60.0
5196,E9135426870,3,151.0
9040,F1580946237,3,206.0
9040,X0189425736,3,9.0
9040,O4571682039,3,5.0
9040,A0351948627,3,10.0
5196,K2930541786,3,95.0
9040,R6574831920,3,0.0
5196,A9246513078,3,12.0
9040,D5713240986,3,138.0
9040,B9301245876,3,91.0
9040,N7956324801,3,55.0
9040,G1457326809,3,0.0
