day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
3,8479,V0942376,F8591064723,1,11.0,47.0
3,8479,V0942376,F8591064723,2,11.0,47.0
2,3926,Y4309857,B6342857190,3,5.7,11.0
3,3926,J7469382,Z2580346197,4,9.3,22.0
3,4368,J7469382,U5736894021,5,9.3,39.0
2,3926,V0942376,B6342857190,6,11.0,32.0
1,3926,H8123649,K9876014532,7,11.0,47.0
1,3926,V0942376,O0914673258,8,11.0,40.0
1,3926,H8123649,O0914673258,9,11.0,40.0
2,3926,V0942376,Q9721840356,10,11.0,65.0
2,8479,X8164925,E1380964257,11,11.0,48.0
2,8479,Y4309857,F8591064723,12,5.7,15.0
3,4368,H8123649,U5736894021,13,11.0,58.0
2,8479,I6905231,E1380964257,14,11.0,61.0
3,4368,J7469382,U5736894021,15,11.0,58.0
2,8479,X8164925,E1380964257,16,11.0,61.0
2,4368,V0942376,U5736894021,17,11.0,58.0
3,3926,V0942376,K9876014532,18,11.0,49.0
2,3926,I6905231,O0914673258,19,11.0,40.0
3,3926,V0942376,Z2580346197,20,11.0,38.0
3,3926,V0942376,Z2580346197,21,11.0,5.0
3,3926,X8164925,O0914673258,22,5.7,13.0
2,3926,X8164925,B6342857190,23,9.3,24.0
2,8479,V0942376,E1380964257,24,11.0,61.0
3,3926,V0942376,Q9721840356,25,9.3,44.0
2,3926,V0942376,Z2580346197,26,11.0,38.0
2,3926,Y4309857,G6172498053,27,5.7,16.0
1,8479,Y4309857,E1380964257,28,11.0,61.0
2,8479,B2853741,E1380964257,29,9.3,40.0
2,8479,X8164925,F8591064723,30,11.0,40.0
2,3926,V0942376,Z2580346197,31,11.0,38.0
2,3926,Y4309857,B6342857190,32,11.0,34.0
1,8479,Y4309857,E1380964257,33,5.7,25.0
2,3926,H8123649,O0914673258,34,5.7,17.0
1,8479,H8123649,E1380964257,35,11.0,61.0
3,4368,Y4309857,U5736894021,36,11.0,58.0
3,3926,Z6274351,G6172498053,37,9.3,32.0
3,3926,Z6274351,G6172498053,38,9.3,32.0
2,3926,Y4309857,O0914673258,39,5.7,18.0
2,3926,Y4309857,O0914673258,40,5.7,12.0
2,3926,Y4309857,G6172498053,40,5.7,8.0
2,3926,Z6274351,G6172498053,41,9.3,32.0
1,3926,Y4309857,O0914673258,42,9.3,12.0
1,3926,Y4309857,G6172498053,42,9.3,18.0
1,3926,Z6274351,G6172498053,43,9.3,32.0
1,3926,J7469382,O0914673258,44,11.0,35.0
1,3926,I6905231,Q9721840356,45,11.0,65.0
1,3926,I6905231,Q9721840356,46,9.3,12.0
1,8479,H8123649,F8591064723,47,11.0,47.0
1,3926,J7469382,K9876014532,48,11.0,37.0
1,3926,I6905231,B6342857190,49,11.0,36.0
1,3926,I6905231,B6342857190,50,9.3,24.0
1,3926,I6905231,B6342857190,51,5.7,12.0
1,3926,J7469382,Z2580346197,52,11.0,38.0
1,3926,H8123649,U5736894021,53,11.0,51.0
3,3926,V0942376,G6172498053,54,11.0,47.0
3,3926,V0942376,G6172498053,55,11.0,47.0
3,3926,H8123649,G6172498053,56,9.3,31.0
2,3926,I6905231,G6172498053,57,9.3,26.0
2,3926,Y4309857,G6172498053,58,5.7,21.0
1,8479,J7469382,E1380964257,59,11.0,58.0
2,3926,I6905231,B6342857190,60,11.0,31.0
3,3926,I6905231,H7539481620,61,11.0,95.0
3,3926,I6905231,H7539481620,62,11.0,18.0
3,3926,X8164925,K9876014532,63,11.0,49.0
3,3926,X8164925,K9876014532,64,11.0,49.0
3,8479,Y4309857,F8591064723,65,11.0,47.0
3,8479,Y4309857,F8591064723,66,11.0,37.0
3,3926,X8164925,Q9721840356,67,11.0,65.0
3,3926,X8164925,Q9721840356,68,5.7,18.0
3,3926,X8164925,O0914673258,69,11.0,40.0
3,3926,X8164925,O0914673258,70,11.0,40.0
3,3926,B2853741,H7539481620,71,11.0,70.0
3,3926,J7469382,O0914673258,72,11.0,40.0
3,3926,J7469382,O0914673258,73,9.3,23.0
2,3926,X8164925,H7539481620,74,9.3,58.0
2,3926,X8164925,G6172498053,75,11.0,47.0
2,3926,X8164925,G6172498053,76,11.0,9.0
3,3926,Y4309857,H7539481620,77,9.3,50.0
3,3926,X8164925,Z2580346197,78,11.0,38.0
3,3926,X8164925,Z2580346197,79,11.0,9.0
2,4368,X8164925,U5736894021,80,11.0,43.0
3,3926,Y4309857,B6342857190,81,11.0,36.0
3,3926,X8164925,B6342857190,82,11.0,36.0
2,8479,J7469382,F8591064723,83,9.3,31.0
2,3926,V0942376,H7539481620,84,5.7,30.0
3,3926,Y4309857,G6172498053,85,9.3,28.0
3,3926,V0942376,O0914673258,86,9.3,20.0
2,3926,I6905231,O0914673258,87,5.7,18.0
1,8479,V0942376,E1380964257,88,5.7,18.0
1,8479,I6905231,E1380964257,89,5.7,16.0
2,3926,V0942376,K9876014532,90,5.7,16.0
1,8479,H8123649,E1380964257,91,5.7,16.0
3,3926,Y4309857,O0914673258,92,5.7,15.0
2,8479,V0942376,F8591064723,93,5.7,13.0
2,4368,J7469382,U5736894021,94,5.7,13.0
3,3926,I6905231,G6172498053,95,5.7,12.0
2,4368,V0942376,U5736894021,96,5.7,9.0
3,3926,V0942376,G6172498053,97,5.7,6.0
2,3926,V0942376,Q9721840356,98,5.7,3.0
2,8479,H8123649,F8591064723,99,5.7,3.0
1,3926,Y4309857,U5736894021,100,5.7,24.0
