day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
3,8479,V0942376,F8591064723,1,11.0,47.0,2.2,105,79,103.4
3,8479,V0942376,F8591064723,2,11.0,47.0,2.2,105,79,103.4
2,3926,Y4309857,B6342857190,3,5.7,11.0,2.9,49,25,31.9
3,3926,J7469382,Z2580346197,4,9.3,22.0,2.7,72,41,59.400000000000006
3,4368,J7469382,U5736894021,5,9.3,39.0,1.8,72,41,70.2
2,3926,V0942376,B6342857190,6,11.0,32.0,2.9,105,79,92.8
1,3926,H8123649,K9876014532,7,11.0,47.0,2.1,105,79,98.7
1,3926,V0942376,O0914673258,8,11.0,40.0,2.6,105,79,104.0
1,3926,H8123649,O0914673258,9,11.0,40.0,2.6,105,79,104.0
2,3926,V0942376,Q9721840356,10,11.0,65.0,1.6,105,79,104.0
2,8479,X8164925,E1380964257,11,11.0,48.0,1.7,105,79,81.6
2,8479,Y4309857,F8591064723,12,5.7,15.0,2.2,49,25,33.0
3,4368,H8123649,U5736894021,13,11.0,58.0,1.8,105,79,104.4
2,8479,I6905231,E1380964257,14,11.0,61.0,1.7,105,79,103.7
3,4368,J7469382,U5736894021,15,11.0,58.0,1.8,105,79,104.4
2,8479,X8164925,E1380964257,16,11.0,61.0,1.7,105,79,103.7
2,4368,V0942376,U5736894021,17,11.0,58.0,1.8,105,79,104.4
3,3926,V0942376,K9876014532,18,11.0,49.0,2.1,105,79,102.9
2,3926,I6905231,O0914673258,19,11.0,40.0,2.6,105,79,104.0
3,3926,V0942376,Z2580346197,20,11.0,38.0,2.7,105,79,102.60000000000001
3,3926,V0942376,Z2580346197,21,11.0,5.0,2.7,105,79,13.5
3,3926,X8164925,O0914673258,22,5.7,13.0,2.6,49,25,33.800000000000004
2,3926,X8164925,B6342857190,23,9.3,24.0,2.9,72,41,69.6
2,8479,V0942376,E1380964257,24,11.0,61.0,1.7,105,79,103.7
3,3926,V0942376,Q9721840356,25,9.3,44.0,1.6,72,41,70.4
2,3926,V0942376,Z2580346197,26,11.0,38.0,2.7,105,79,102.60000000000001
2,3926,Y4309857,G6172498053,27,5.7,16.0,2.2,49,25,35.2
1,8479,Y4309857,E1380964257,28,11.0,61.0,1.7,105,79,103.7
2,8479,B2853741,E1380964257,29,9.3,40.0,1.7,72,41,68.0
2,8479,X8164925,F8591064723,30,11.0,40.0,2.2,105,79,88.0
2,3926,V0942376,Z2580346197,31,11.0,38.0,2.7,105,79,102.60000000000001
2,3926,Y4309857,B6342857190,32,11.0,34.0,2.9,105,79,98.6
1,8479,Y4309857,E1380964257,33,5.7,25.0,1.7,49,25,42.5
2,3926,H8123649,O0914673258,34,5.7,17.0,2.6,49,25,44.2
1,8479,H8123649,E1380964257,35,11.0,61.0,1.7,105,79,103.7
3,4368,Y4309857,U5736894021,36,11.0,58.0,1.8,105,79,104.4
3,3926,Z6274351,G6172498053,37,9.3,32.0,2.2,72,41,70.4
3,3926,Z6274351,G6172498053,38,9.3,32.0,2.2,72,41,70.4
2,3926,Y4309857,O0914673258,39,5.7,18.0,2.6,49,25,46.800000000000004
2,3926,Y4309857,O0914673258,40,5.7,12.0,2.6,49,25,31.200000000000003
2,3926,Y4309857,G6172498053,40,5.7,8.0,2.2,49,25,17.6
2,3926,Z6274351,G6172498053,41,9.3,32.0,2.2,72,41,70.4
1,3926,Y4309857,O0914673258,42,9.3,12.0,2.6,72,41,31.200000000000003
1,3926,Y4309857,G6172498053,42,9.3,18.0,2.2,72,41,39.6
1,3926,Z6274351,G6172498053,43,9.3,32.0,2.2,72,41,70.4
