product_code,standard_size
F6452318970,2.7
O6905142873,2.5
J8275146093,2.3
E5236019847,2.7
P6085273194,2.7
J5397408216,3.0
P8403576129,2.2
Z5318094627,1.7
C7162803495,2.2
Q9807236514,1.7
Q6049527831,1.6
W9421087365,1.3
G0359782164,1.5
O8127643509,2.5
K4501936827,1.5
N8613254079,2.7
O9126507843,1.8
D0467529381,3.0
K7160523984,1.3
L6870129354,1.7
X7431926508,2.2
L4791583062,2.0
I1756039428,1.6
L8314629570,1.0
C8315067249,1.6
U1205648379,1.5
H7106985423,1.1
A8341952760,1.6
C2341067589,2.3
W5302164897,2.2
T2083751649,2.1
R2961780543,1.2
E1673405298,1.8
T8269435170,2.0
C6402359871,1.7
J3514962087,1.1
W4356107928,1.1
Q2360418759,2.5
G2451897036,1.8
U2095178463,1.5
T9732586410,2.3
P5412390678,1.5
Q5648703291,1.2
F5302864791,2.5
Y8475036921,2.6
B1879032456,2.7
W0952361847,1.1
T4296517803,2.9
H3926507184,3.0
Q0367982154,2.8
P6042857391,1.4
H1397628450,2.2
C4276859031,1.8
W3157628940,2.9
U5291380674,1.7
D6524703819,2.0
B9581423067,1.9
J1904386572,2.3
R4716290385,1.9
B2164035879,1.9
Y9246370185,2.2
Z4163782905,1.8
R2048751693,2.2
Y2956704813,1.4
Z3978254160,2.7
L1628540379,2.7
W1574236980,1.8
O8021349576,1.6
B2514703869,2.5
K7628031945,1.7
I3486120975,2.4
C0246918357,1.8
E8257346190,2.8
L2836104579,1.7
K4853910672,2.6
I4293061875,1.7
F4139687502,1.6
L8371052946,1.5
I7162485039,2.8
K5846073291,1.3
E0145628739,2.6
D7053128649,2.6
