plant_code,product_code,day,volume
7815,L9367481520,1,1191.0
7815,L9367481520,2,1251.0
7815,L9367481520,3,888.0
7815,C6023745981,1,1269.0
7815,C6023745981,2,1200.0
7815,C6023745981,3,793.0
7815,P1902685374,1,0.0
7815,P1902685374,2,0.0
7815,P1902685374,3,0.0
7815,V6893152047,1,699.0
7815,V6893152047,2,770.0
7815,V6893152047,3,432.0
7815,K5203769418,1,1302.0
7815,K5203769418,2,1268.0
7815,K5203769418,3,683.0
7815,T5396401782,1,361.0
7815,T5396401782,2,361.0
7815,T5396401782,3,361.0
7815,O3186574902,1,766.0
7815,O3186574902,2,689.0
7815,O3186574902,3,352.0
7815,U7261498503,1,0.0
7815,U7261498503,2,0.0
7815,U7261498503,3,0.0
7815,Q0624753189,1,225.0
7815,Q0624753189,2,225.0
7815,Q0624753189,3,225.0
7815,Z3867925401,1,1055.0
7815,Z3867925401,2,1134.0
7815,Z3867925401,3,783.0
7815,O4817325069,1,0.0
7815,O4817325069,2,0.0
7815,O4817325069,3,0.0
7815,S1693827405,1,0.0
7815,S1693827405,2,0.0
7815,S1693827405,3,0.0
7815,B8397205416,1,0.0
7815,B8397205416,2,0.0
7815,B8397205416,3,0.0
7815,J9387125064,1,0.0
7815,J9387125064,2,0.0
7815,J9387125064,3,0.0
7815,N6372418509,1,0.0
7815,N6372418509,2,0.0
7815,N6372418509,3,0.0
7815,F9473816250,1,0.0
7815,F9473816250,2,0.0
7815,F9473816250,3,0.0
7815,R4915738602,1,1115.0
7815,R4915738602,2,929.0
7815,R4915738602,3,102.0
7815,Q4203791658,1,0.0
7815,Q4203791658,2,0.0
7815,Q4203791658,3,0.0
7815,I9864071253,1,0.0
7815,I9864071253,2,0.0
7815,I9864071253,3,0.0
7815,I0784921536,1,0.0
7815,I0784921536,2,0.0
7815,I0784921536,3,0.0
7815,T9056184732,1,709.0
7815,T9056184732,2,679.0
7815,T9056184732,3,329.0
7815,D9067235184,1,0.0
7815,D9067235184,2,0.0
7815,D9067235184,3,0.0
7815,J8274153096,1,819.0
7815,J8274153096,2,842.0
7815,J8274153096,3,416.0
7815,E5902867341,1,542.0
7815,E5902867341,2,586.0
7815,E5902867341,3,286.0
7815,A0718634295,1,0.0
7815,A0718634295,2,0.0
7815,A0718634295,3,0.0
7815,J8140357926,1,0.0
7815,J8140357926,2,0.0
7815,J8140357926,3,0.0
7815,S6721085934,1,960.0
7815,S6721085934,2,1000.0
7815,S6721085934,3,743.0
7815,Q1584260793,1,0.0
7815,Q1584260793,2,0.0
7815,Q1584260793,3,0.0
7815,I1698753024,1,387.0
7815,I1698753024,2,387.0
7815,I1698753024,3,387.0
7815,G1957386420,1,0.0
7815,G1957386420,2,0.0
7815,G1957386420,3,0.0
7815,J2604389571,1,0.0
7815,J2604389571,2,0.0
7815,J2604389571,3,0.0
7815,W9682145730,1,308.0
7815,W9682145730,2,308.0
7815,W9682145730,3,308.0
7815,N7180652493,1,916.0
7815,N7180652493,2,930.0
7815,N7180652493,3,618.0
7815,R7413659208,1,0.0
7815,R7413659208,2,0.0
7815,R7413659208,3,0.0
7815,E3792054861,1,0.0
7815,E3792054861,2,0.0
7815,E3792054861,3,0.0
7815,C9748163052,1,278.0
7815,C9748163052,2,239.0
7815,C9748163052,3,224.0
7815,P5189276430,1,833.0
7815,P5189276430,2,805.0
7815,P5189276430,3,500.0
7815,F5902368471,1,0.0
7815,F5902368471,2,0.0
7815,F5902368471,3,0.0
7815,O9037284561,1,0.0
7815,O9037284561,2,0.0
7815,O9037284561,3,0.0
7815,C7952643018,1,0.0
