client_code,product_code,day,volume
R6849103,S6342785019,7,6
A9305472,S6342785019,7,0
Z8247369,X4032587691,7,0
Q4180762,A3149687250,7,0
H4602978,X6405219738,7,9
J3790465,M7531690482,7,0
F7318596,A0936571428,7,18
A9305472,S0821467359,7,0
C6914870,S0821467359,7,0
W6173802,Y1862470539,7,0
P3417502,K5134087692,7,6
X9015634,O5684092371,7,0
D8137024,T6725419830,7,3
H9805137,K6429705381,7,7
R6849103,P6701348952,7,6
Y3759180,A8762095413,7,9
W6173802,F6875012934,7,0
P0246587,S6342785019,7,7
M7249061,R0593762841,7,10
P3417502,R2731809564,7,2
P3417502,Y1862470539,7,0
Z8142507,L3482709165,7,0
C6914870,S6342785019,7,5
E3479026,S0821467359,7,5
Q4180762,K6429705381,7,8
Z8247369,K6429705381,7,16
T0965782,X4032587691,7,0
A9305472,X6405219738,7,0
F7318596,I8509673142,7,5
X9015634,O3186592704,7,11
Q5013724,P1346798502,7,0
I8637015,K6429705381,7,8
I0469817,A8762095413,7,18
A9305472,P5901876234,7,0
K1406895,K5134087692,7,6
P3417502,L3482709165,7,0
I8637015,I8509673142,7,0
E3479026,X6405219738,7,0
S5470936,P6701348952,7,5
Y3759180,L3482709165,7,0
C6914870,O3186592704,7,2
Q5013724,K5134087692,7,6
D8137024,A3149687250,7,0
Q5013724,O9138052764,7,15
P0718526,P6701348952,7,9
E3479026,A8762095413,7,5
W3104295,P1346798502,7,1
I8637015,Y1862470539,7,3
E0437856,O9138052764,7,14
E0437856,R2731809564,7,19
Z8247369,P1346798502,7,19
W6173802,L3482709165,7,4
H4602978,O3186592704,7,14
P0246587,D9536078241,7,3
P0246587,R7908614253,7,4
P3417502,G2837951046,7,2
Q5013724,L0491253876,7,12
Q5013724,H5819263704,7,0
P0718526,S6342785019,7,4
A9305472,D9536078241,7,1
C6914870,D6524390178,7,11
A9305472,H2374819056,7,0
P3417502,O5684092371,7,0
S5470936,R2731809564,7,2
E3479026,G2837951046,7,13
M7249061,F6875012934,7,0
W3104295,S0821467359,7,19
R6849103,K5134087692,7,6
E0437856,F6875012934,7,0
T0965782,O3186592704,7,2
E3479026,L3482709165,7,5
Z8142507,H5819263704,7,0
S8160375,O5684092371,7,1
P0246587,R2731809564,7,2
K1406895,O5684092371,7,0
P0246587,X6405219738,7,5
Z8247369,X6405219738,7,5
