client_code,product_code,day,volume
R1586074,O4980276351,7,0
H6580274,I1796435280,7,0
E3164270,I3062194785,7,7
L2017495,U1680492573,7,0
D7462853,F9876104325,7,0
I0813275,O4980276351,7,0
J1584029,U1680492573,7,17
O4358201,A1078536429,7,10
Z7210584,V0386549127,7,0
R1586074,U1680492573,7,4
D9601873,U1680492573,7,0
D1907852,P0182364795,7,7
U0241695,M1856437290,7,0
Z7210584,Q8720319645,7,8
D1907852,I1796435280,7,0
Z7210584,U6241789305,7,0
R8065734,F3542869107,7,3
D7462853,W7102348965,7,6
T6752903,O4980276351,7,14
W0142893,O0836127459,7,15
L2017495,I6574183290,7,5
T5647198,O4980276351,7,0
B0257386,V0386549127,7,0
T6752903,M1856437290,7,0
T6752903,F3542869107,7,0
E1860953,U1680492573,7,0
X6204935,I3062194785,7,4
L2017495,U6241789305,7,1
B0257386,W7102348965,7,4
B0257386,Q8720319645,7,8
D7462853,I6574183290,7,6
R1586074,I1796435280,7,5
R1586074,I6574183290,7,6
W0142893,F3542869107,7,0
N5863719,P0182364795,7,10
H3806214,P0182364795,7,9
L2017495,F9876104325,7,11
T6752903,H7816923054,7,0
M9512306,P0182364795,7,19
W0142893,F1462073985,7,13
Z7210584,F3542869107,7,0
L2017495,A1078536429,7,23
D9601873,H7816923054,7,0
G4673598,F1462073985,7,0
G4673598,I3062194785,7,3
E3164270,P8570139642,7,0
N5863719,Q0975168432,7,0
D7462853,I1796435280,7,18
D9601873,O0836127459,7,6
Z7210584,O4980276351,7,0
G5780192,P1039576284,7,0
O4358201,F1462073985,7,0
W0142893,P8570139642,7,0
O4358201,F9876104325,7,0
B0257386,F3542869107,7,0
N5863719,V0386549127,7,3
E1860953,H6407832591,7,0
G4673598,Q0975168432,7,0
D9601873,M1856437290,7,0
B0257386,U1680492573,7,0
G4673598,O0836127459,7,19
X6204935,H3427895106,7,0
I0813275,H7816923054,7,0
T6752903,I1796435280,7,0
G5780192,Q0975168432,7,6
X6204935,M1856437290,7,0
B0257386,O4980276351,7,0
H3806214,P1039576284,7,0
R8065734,I1796435280,7,8
L2017495,P1039576284,7,12
H3806214,Q8720319645,7,0
D7462853,P1039576284,7,0
R1586074,P1039576284,7,0
