day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,4714,D9601873,U1680492573,1,18.5,13.0,1.2,201,114,15.6
1,4714,D9601873,M1856437290,1,18.5,13.0,1.3,201,114,16.900000000000002
1,4714,D9601873,H6407832591,1,18.5,11.0,2.4,201,114,26.4
1,4714,D9601873,A1078536429,1,18.5,15.0,1.2,201,114,18.0
1,4714,D9601873,I6574183290,1,18.5,10.0,1.2,201,114,12.0
1,4714,D9601873,U6241789305,1,18.5,14.0,2.3,201,114,32.2
1,4714,D9601873,I1796435280,1,18.5,27.0,1.5,201,114,40.5
1,4714,D9601873,F3542869107,1,18.5,15.0,2.1,201,114,31.5
1,4714,D9601873,O0836127459,1,18.5,3.0,2.4,201,114,7.199999999999999
1,1146,O4358201,W7102348965,2,18.5,15.0,1.7,201,114,25.5
1,1146,O4358201,P1039576284,2,18.5,13.0,1.6,201,114,20.8
1,1146,O4358201,F9876104325,2,18.5,12.0,2.3,201,114,27.6
1,1146,O4358201,M1856437290,2,18.5,22.0,1.3,201,114,28.6
1,1146,O4358201,A1078536429,2,18.5,14.0,1.2,201,114,16.8
1,1146,O4358201,U6241789305,2,18.5,8.0,2.3,201,114,18.4
1,1146,O4358201,F3542869107,2,18.5,24.0,2.1,201,114,50.400000000000006
1,1146,O4358201,P8570139642,2,18.5,11.0,1.1,201,114,12.1
1,5988,R8065734,U1680492573,3,18.5,12.0,1.2,201,114,14.4
1,5988,R8065734,P1039576284,3,18.5,12.0,1.6,201,114,19.200000000000003
1,5988,R8065734,M1856437290,3,18.5,16.0,1.3,201,114,20.8
1,5988,R8065734,I6574183290,3,18.5,17.0,1.2,201,114,20.4
1,5988,R8065734,Q0975168432,3,18.5,20.0,1.8,201,114,36.0
1,5988,R8065734,I1796435280,3,18.5,17.0,1.5,201,114,25.5
1,5988,R8065734,F3542869107,3,18.5,13.0,2.1,201,114,27.3
1,5988,R8065734,O0836127459,3,18.5,15.0,2.4,201,114,36.0
1,1146,T6752903,P0182364795,4,18.5,12.0,2.4,201,114,28.8
1,1146,T6752903,W7102348965,4,18.5,22.0,1.7,201,114,37.4
1,1146,T6752903,P1039576284,4,18.5,9.0,1.6,201,114,14.4
1,1146,T6752903,M1856437290,4,18.5,12.0,1.3,201,114,15.6
1,1146,T6752903,O4980276351,4,18.5,5.0,2.6,201,114,13.0
