plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
4714,1,D9601873,1,18.5,13.0,201,114,15.6
4714,3,X6204935,1,15.9,17.0,146,108,20.4
5988,2,C5947368,1,18.5,10.0,201,114,12.0
5988,4,E1860953,1,18.5,8.0,201,114,9.6
5988,5,C5947368,1,18.5,3.0,201,114,3.6
5988,6,X6204935,1,12.9,15.0,115,76,18.0
5988,7,D1907852,1,12.9,2.0,115,76,2.4
4714,1,D9601873,1,18.5,13.0,201,114,16.900000000000002
4714,3,X6204935,1,15.9,10.0,146,108,13.0
5988,2,C5947368,1,18.5,10.0,201,114,28.0
5988,4,E1860953,1,18.5,12.0,201,114,33.599999999999994
5988,5,C5947368,1,18.5,9.0,201,114,25.2
5988,6,X6204935,1,12.9,5.0,115,76,8.0
5988,7,D1907852,1,12.9,9.0,115,76,14.4
4714,1,D9601873,1,18.5,11.0,201,114,26.4
4714,3,X6204935,1,15.9,15.0,146,108,39.0
5988,2,C5947368,1,18.5,5.0,201,114,8.5
5988,4,E1860953,1,18.5,10.0,201,114,16.0
5988,5,C5947368,1,18.5,4.0,201,114,6.8
5988,6,X6204935,1,12.9,10.0,115,76,13.0
5988,7,D1907852,1,12.9,10.0,115,76,13.0
4714,1,D9601873,1,18.5,15.0,201,114,18.0
4714,3,X6204935,1,15.9,7.0,146,108,10.5
5988,2,C5947368,1,18.5,18.0,201,114,28.8
5988,4,E1860953,1,18.5,20.0,201,114,26.0
5988,5,C5947368,1,18.5,12.0,201,114,19.200000000000003
5988,6,X6204935,1,12.9,11.0,115,76,19.8
5988,7,D1907852,1,12.9,6.0,115,76,7.199999999999999
4714,1,D9601873,1,18.5,10.0,201,114,12.0
4714,3,X6204935,1,15.9,17.0,146,108,35.7
5988,2,C5947368,1,18.5,2.0,201,114,2.6
5988,4,E1860953,1,18.5,1.0,201,114,2.4
5988,5,C5947368,1,18.5,5.0,201,114,6.5
5988,6,X6204935,1,12.9,21.0,115,76,31.5
