plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1693,4,X2714950,1,14.3,5.0,98,69,9.0
1693,5,N9026371,1,14.3,19.0,98,69,32.3
2758,1,L3894506,1,14.3,9.0,98,69,16.2
6908,2,F4529801,1,14.3,13.0,98,69,18.2
6908,3,Q7259618,1,14.3,18.0,98,69,32.4
6908,7,P5038164,1,14.3,10.0,98,69,14.0
9625,6,G2160978,1,6.5,2.0,60,43,3.6
1693,4,X2714950,1,14.3,15.0,98,69,39.0
1693,5,N9026371,1,14.3,14.0,98,69,21.0
2758,1,L3894506,1,14.3,30.0,98,69,33.0
6908,2,F4529801,1,14.3,18.0,98,69,32.4
6908,3,Q7259618,1,14.3,14.0,98,69,15.400000000000002
6908,7,P5038164,1,14.3,5.0,98,69,9.0
9625,6,G2160978,1,6.5,18.0,60,43,19.8
1693,4,X2714950,1,14.3,28.0,98,69,47.6
1693,5,N9026371,1,14.3,16.0,98,69,41.6
2758,1,L3894506,1,14.3,18.0,98,69,30.6
6908,2,F4529801,1,14.3,5.0,98,69,12.0
6908,3,Q7259618,1,14.3,16.0,98,69,41.6
6908,7,P5038164,1,14.3,7.0,98,69,7.700000000000001
9625,6,G2160978,1,6.5,14.0,60,43,23.8
1693,4,N5496201,2,5.6,5.0,52,28,9.0
2758,1,L3894506,1,14.3,16.0,98,69,17.6
2758,5,N8794356,2,5.6,18.0,52,28,27.0
6908,2,F4529801,1,14.3,23.0,98,69,25.3
6908,3,Q7259618,1,14.3,6.0,98,69,6.6000000000000005
6908,7,P5038164,1,14.3,23.0,98,69,55.2
9625,6,G2160978,1,6.5,11.0,60,43,12.1
1693,1,Q7259618,2,14.3,7.0,98,69,12.6
1693,4,N5496201,2,5.6,7.0,52,28,7.700000000000001
2758,5,N8794356,2,5.6,19.0,52,28,20.9
6908,2,F4529801,1,14.3,9.0,98,69,9.9
6908,7,P5038164,1,14.3,2.0,98,69,5.2
9625,3,Y9674820,2,14.3,20.0,98,69,28.0
9625,6,N9026371,2,4.9,18.0,42,23,30.6
1693,1,Q7259618,2,14.3,13.0,98,69,14.3
1693,4,N5496201,2,5.6,12.0,52,28,20.4
2758,5,N8794356,2,5.6,3.0,52,28,3.3000000000000003
6908,7,P5038164,1,14.3,6.0,98,69,6.6000000000000005
9625,2,O7624018,2,4.9,9.0,42,23,12.6
9625,3,Y9674820,2,14.3,17.0,98,69,18.700000000000003
9625,6,N9026371,2,4.9,1.0,42,23,1.5
1693,1,Q7259618,2,14.3,1.0,98,69,2.6
1693,4,N5496201,2,5.6,5.0,52,28,13.0
6908,5,T2870351,3,6.5,18.0,60,43,25.2
9625,2,O7624018,2,4.9,19.0,42,23,28.5
9625,3,Y9674820,2,14.3,7.0,98,69,11.9
9625,6,N9026371,2,4.9,9.0,42,23,9.9
9625,7,C2716490,2,6.5,13.0,60,43,14.3
1693,1,Q7259618,2,14.3,20.0,98,69,34.0
1693,6,P9567830,3,14.3,12.0,98,69,21.6
6908,2,V5961720,3,14.3,6.0,98,69,15.6
6908,5,T2870351,3,6.5,13.0,60,43,23.4
9625,3,Y9674820,2,14.3,15.0,98,69,22.5
9625,4,C2716490,3,14.3,21.0,98,69,37.8
9625,7,C2716490,2,6.5,1.0,60,43,1.7
1693,1,Q7259618,2,14.3,23.0,98,69,34.5
1693,6,P9567830,3,14.3,18.0,98,69,19.8
6908,2,V5961720,3,14.3,6.0,98,69,8.399999999999999
6908,5,T2870351,3,6.5,1.0,60,43,2.6
9625,3,Y9674820,2,14.3,15.0,98,69,16.5
9625,4,C2716490,3,14.3,19.0,98,69,20.9
9625,7,C2716490,2,6.5,16.0,60,43,24.0
1693,1,C8692154,3,4.9,18.0,42,23,19.8
1693,3,P8720356,3,14.3,1.0,98,69,1.8
1693,6,P9567830,3,14.3,28.0,98,69,47.6
6908,2,V5961720,3,14.3,12.0,98,69,21.6
6908,5,T2870351,3,6.5,8.0,60,43,8.8
9625,4,C2716490,3,14.3,10.0,98,69,17.0
9625,7,C2716490,2,6.5,18.0,60,43,19.8
1693,1,C8692154,3,4.9,14.0,42,23,21.0
1693,3,P8720356,3,14.3,7.0,98,69,18.2
1693,6,P9567830,3,14.3,6.0,98,69,9.0
6908,2,V5961720,3,14.3,10.0,98,69,24.0
6908,5,P9567830,4,14.3,5.0,98,69,13.0
6908,7,J0815247,3,4.9,8.0,42,23,14.4
9625,4,C2716490,3,14.3,12.0,98,69,18.0
1693,3,P8720356,3,14.3,15.0,98,69,25.5
6908,2,V5961720,3,14.3,8.0,98,69,8.8
6908,5,P9567830,4,14.3,13.0,98,69,18.2
6908,6,U5083761,4,14.3,3.0,98,69,8.7
6908,7,J0815247,3,4.9,8.0,42,23,8.8
9625,1,T4921653,4,14.3,6.0,98,69,10.2
9625,4,C2716490,3,14.3,3.0,98,69,3.3000000000000003
1693,3,P8720356,3,14.3,11.0,98,69,16.5
6908,2,V5961720,3,14.3,1.0,98,69,2.9
6908,4,L3894506,4,14.3,7.0,98,69,20.3
6908,5,P9567830,4,14.3,9.0,98,69,16.2
6908,6,U5083761,4,14.3,12.0,98,69,16.799999999999997
6908,7,J0815247,3,4.9,17.0,42,23,18.700000000000003
9625,1,T4921653,4,14.3,15.0,98,69,27.0
1693,3,P8720356,3,14.3,12.0,98,69,31.200000000000003
6908,2,V5961720,3,14.3,13.0,98,69,14.3
6908,4,L3894506,4,14.3,7.0,98,69,12.6
6908,5,P9567830,4,14.3,5.0,98,69,12.0
6908,6,U5083761,4,14.3,6.0,98,69,10.8
6908,7,V5961720,4,14.3,5.0,98,69,13.0
9625,1,T4921653,4,14.3,19.0,98,69,20.9
2758,2,Y0289341,4,14.3,4.0,98,69,7.2
6908,3,C2716490,4,5.6,6.0,52,28,10.8
6908,4,L3894506,4,14.3,14.0,98,69,15.400000000000002
6908,5,P9567830,4,14.3,24.0,98,69,26.4
6908,6,U5083761,4,14.3,17.0,98,69,40.8
6908,7,V5961720,4,14.3,9.0,98,69,12.6
9625,1,T4921653,4,14.3,22.0,98,69,30.8
2758,2,Y0289341,4,14.3,14.0,98,69,15.400000000000002
6908,3,C2716490,4,5.6,12.0,52,28,13.2
6908,4,L3894506,4,14.3,5.0,98,69,13.0
6908,5,P9567830,4,14.3,10.0,98,69,11.0
6908,6,U5083761,4,14.3,12.0,98,69,13.2
6908,7,V5961720,4,14.3,3.0,98,69,5.4
9625,1,X3270591,5,14.3,19.0,98,69,26.6
2758,2,Y0289341,4,14.3,8.0,98,69,13.6
2758,5,Q7259618,5,14.3,8.0,98,69,14.4
6908,3,C2716490,4,5.6,25.0,52,28,27.500000000000004
6908,4,L3894506,4,14.3,28.0,98,69,30.800000000000004
6908,6,U5083761,4,14.3,7.0,98,69,7.700000000000001
6908,7,V5961720,4,14.3,14.0,98,69,33.6
9625,1,X3270591,5,14.3,3.0,98,69,5.4
