day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,2758,L3894506,X9502617384,1,14.3,9.0
1,2758,L3894506,E2718490536,1,14.3,30.0
1,2758,L3894506,W8276035941,1,14.3,18.0
1,2758,L3894506,Q1045326987,1,14.3,16.0
1,1693,Q7259618,X9502617384,2,14.3,7.0
1,1693,Q7259618,E2718490536,2,14.3,13.0
1,1693,Q7259618,V7206849513,2,14.3,1.0
1,1693,Q7259618,W8276035941,2,14.3,20.0
1,1693,Q7259618,L0234618957,2,14.3,23.0
1,1693,C8692154,E2718490536,3,4.9,18.0
1,1693,C8692154,L0234618957,3,4.9,14.0
1,9625,T4921653,W8276035941,4,14.3,6.0
1,9625,T4921653,X9502617384,4,14.3,15.0
1,9625,T4921653,E2718490536,4,14.3,19.0
1,9625,T4921653,L8043197625,4,14.3,22.0
1,9625,X3270591,L8043197625,5,14.3,19.0
1,9625,X3270591,X9502617384,5,14.3,3.0
1,9625,X3270591,E2718490536,5,14.3,8.0
1,9625,X3270591,W8276035941,5,14.3,6.0
1,9625,X3270591,L0234618957,5,14.3,10.0
1,9625,X3270591,K6084371529,5,14.3,4.0
1,9625,X3270591,Q1045326987,5,14.3,19.0
1,1693,T2870351,W8276035941,6,4.9,17.0
1,1693,T2870351,L0234618957,6,4.9,8.0
1,1693,O7624018,W8276035941,7,5.6,13.0
1,1693,O7624018,L0234618957,7,5.6,7.0
1,1693,O7624018,V7206849513,7,5.6,7.0
1,6908,B0672593,K6084371529,8,14.3,17.0
1,6908,B0672593,R6489751023,8,14.3,8.0
1,6908,B0672593,X9502617384,8,14.3,13.0
1,6908,B0672593,E2718490536,8,14.3,6.0
1,2758,N9026371,W8276035941,9,14.3,19.0
1,2758,N9026371,Q1045326987,9,14.3,15.0
1,2758,N9026371,L0234618957,9,14.3,2.0
1,2758,N9026371,V7206849513,9,14.3,9.0
1,2758,X2714950,L8043197625,10,14.3,8.0
1,2758,X2714950,X9502617384,10,14.3,1.0
1,2758,X2714950,V7206849513,10,14.3,5.0
1,2758,X2714950,W8276035941,10,14.3,10.0
1,2758,X2714950,K6084371529,10,14.3,15.0
1,2758,X2714950,T1675823490,10,14.3,1.0
1,2758,X2714950,Q1045326987,10,14.3,10.0
1,1693,Y0289341,X9502617384,11,14.3,13.0
1,1693,Y0289341,E2718490536,11,14.3,30.0
1,1693,Y0289341,W8276035941,11,14.3,14.0
1,1693,Y0289341,L0234618957,11,14.3,7.0
1,1693,Y0289341,K6084371529,11,14.3,2.0
1,1693,W1426053,W8276035941,12,14.3,11.0
1,1693,W1426053,X9502617384,12,14.3,7.0
